O3,CO,PM25,NOX
54.0,0.0999998,19.0,5.0
53.0,0.0999998,24.0,5.0
44.0,0.2,22.0,11.0
36.0,0.2,16.0,14.0
27.0,0.2,14.0,17.0
22.0,0.2,15.0,20.0
12.0,0.3,21.0,27.0
16.0,0.3,18.0,21.0
18.0,0.2,20.0,16.0
16.0,0.2,20.0,14.0
20.0,0.0999998,7.0,8.0
17.0,0.0999998,9.0,7.0
8.0,0.2,12.0,15.0
5.0,0.3,13.0,19.0
4.0,0.3,11.0,23.0
4.0,0.5,18.0,46.0
7.0,0.599998,24.0,68.0
16.0,0.4,25.0,43.0
26.0,0.4,26.0,32.0
37.0,0.0999998,48.0,12.0
49.0,0.0999998,76.0,7.0
53.0,0.0999998,35.0,6.0
52.0,0.0999998,14.0,5.0
52.0,0.0999998,17.0,3.0
49.0,0.0999998,14.0,3.0
47.0,0.0999998,15.0,3.0
40.0,0.0999998,22.0,5.0
26.0,0.0999998,14.0,7.0
20.0,0.2,11.0,7.0
19.0,0.2,7.0,7.0
15.0,0.2,12.0,13.0
14.0,0.2,11.0,13.0
5.0,0.4,13.0,21.0
4.0,0.5,15.0,31.0
7.0,0.3,14.0,19.0
5.0,0.5,15.0,22.0
3.0,0.5,14.0,29.0
4.0,0.5,17.0,25.0
3.0,0.5,12.0,31.0
4.0,0.4,18.0,29.0
8.0,0.5,24.0,31.0
17.0,0.3,25.0,17.0
24.0,0.2,16.0,15.0
35.0,0.2,17.0,11.0
45.0,0.2,20.0,6.0
40.0,0.0999998,14.0,3.0
38.0,0.0999998,11.0,2.0
36.0,0.0999998,11.0,2.0
37.0,0.0999998,10.0,2.0
40.0,0.0999998,8.0,2.0
41.0,0.0999998,12.0,3.0
32.0,0.0999998,10.0,4.0
17.0,0.0999998,18.0,9.0
9.0,0.2,12.0,12.0
4.0,0.5,15.0,29.0
4.0,0.7,16.0,46.0
4.0,0.7,14.0,49.0
4.0,0.7,14.0,51.0
4.0,0.5,17.0,46.0
3.0,0.3,13.0,21.0
4.0,0.4,7.0,32.0
4.0,0.3,11.0,32.0
4.0,0.5,12.0,54.0
4.0,0.7,15.0,74.0
5.0,0.799996,28.0,79.0
10.0,0.4,16.0,36.0
19.0,0.4,16.0,37.0
29.0,0.3,15.0,30.0
40.0,0.4,20.0,30.0
54.0,0.2,12.0,7.0
53.0,0.0999998,2.0,4.0
55.0,0.0999998,15.0,3.0
56.0,0.0999998,7.0,4.0
54.0,0.0999998,15.0,4.0
52.0,0.2,12.0,5.0
39.0,0.2,16.0,9.0
22.0,0.3,54.0,17.0
10.0,0.4,21.0,24.0
4.0,0.799996,36.0,51.0
4.0,1.3,33.0,86.0
4.0,1.1,25.0,72.0
4.0,0.9,21.0,68.0
4.0,0.599998,16.0,44.0
4.0,0.4,17.0,32.0
4.0,0.4,18.0,26.0
4.0,0.3,13.0,23.0
4.0,0.4,18.0,34.0
4.0,0.9,26.0,101.0
7.0,0.799996,29.0,74.0
15.0,0.5,128.0,44.0
25.0,0.5,50.0,39.0
39.0,0.4,80.0,32.0
59.0,0.4,70.0,26.0
64.0,0.2,22.0,7.0
68.0,0.2,18.0,5.0
68.0,0.2,17.0,5.0
66.0,0.2,22.0,5.0
59.0,0.2,21.0,5.0
54.0,0.2,16.0,7.0
45.0,0.3,15.0,9.0
25.0,0.3,17.0,16.0
11.0,0.4,16.0,26.0
6.0,0.5,17.0,28.0
3.0,0.5,16.0,36.0
4.0,0.7,22.0,53.0
4.0,0.599998,19.0,49.0
4.0,0.599998,20.0,40.0
4.0,0.4,18.0,24.0
4.0,0.4,17.0,23.0
4.0,0.4,13.0,21.0
4.0,0.5,20.0,51.0
4.0,0.9,23.0,78.0
6.0,1.1,27.0,95.0
15.0,0.5,25.0,45.0
27.0,0.4,23.0,32.0
40.0,0.5,29.0,45.0
59.0,0.4,25.0,31.0
96.0,0.4,39.0,25.0
80.0,0.2,24.0,8.0
67.0,0.2,20.0,5.0
64.0,0.2,16.0,4.0
55.0,0.2,30.0,7.0
46.0,0.3,17.0,10.0
36.0,0.3,19.0,13.0
27.0,0.3,17.0,15.0
19.0,0.3,13.0,17.0
14.0,0.4,10.0,18.0
13.0,0.3,7.0,15.0
13.0,0.3,7.0,12.0
9.0,0.3,13.0,13.0
6.0,0.3,13.0,16.0
5.0,0.3,14.0,17.0
4.0,0.4,14.0,17.0
4.0,0.3,13.0,19.0
4.0,0.4,15.0,39.0
4.0,0.7,24.0,78.0
5.0,1.0,25.0,111.0
13.0,0.599998,27.0,59.0
22.0,0.4,14.0,35.0
28.0,0.4,31.0,30.0
43.0,0.2,21.0,9.0
49.0,0.3,26.0,9.0
48.0,0.2,21.0,6.0
52.0,0.2,23.0,5.0
55.0,0.2,24.0,5.0
52.0,0.3,25.0,5.0
49.0,0.3,22.0,5.0
39.0,0.3,20.0,8.0
28.0,0.3,19.0,10.0
20.0,0.3,19.0,14.0
9.0,0.4,18.0,24.0
3.0,0.599998,20.0,36.0
3.0,0.599998,24.0,35.0
4.0,0.599998,25.0,39.0
4.0,0.599998,19.0,39.0
4.0,0.599998,20.0,39.0
4.0,0.599998,22.0,35.0
4.0,0.5,21.0,30.0
3.0,0.4,27.0,28.0
3.0,0.5,30.0,40.0
5.0,0.7,33.0,68.0
14.0,0.4,21.0,26.0
19.0,0.4,25.0,31.0
32.0,0.4,27.0,24.0
50.0,0.4,29.0,22.0
72.0,0.4,28.0,15.0
89.0,0.4,30.0,14.0
108.0,0.3,31.0,11.0
89.0,0.3,33.0,8.0
72.0,0.3,22.0,6.0
60.0,0.3,28.0,8.0
41.0,0.3,23.0,14.0
24.0,0.4,21.0,19.0
12.0,0.5,20.0,26.0
7.0,0.5,18.0,32.0
4.0,0.599998,20.0,36.0
4.0,0.799996,27.0,49.0
4.0,1.0,30.0,59.0
4.0,0.799996,21.0,51.0
4.0,0.9,31.0,50.0
4.0,0.799996,24.0,45.0
4.0,0.799996,24.0,43.0
4.0,0.9,24.0,48.0
4.0,0.799996,25.0,57.0
6.0,0.799996,26.0,55.0
14.0,0.599998,27.0,44.0
28.0,0.799996,38.0,50.0
48.0,0.599998,36.0,42.0
66.0,0.599998,38.0,33.0
73.0,0.4,18.0,14.0
66.0,0.3,10.0,4.0
66.0,0.3,18.0,4.0
66.0,0.3,21.0,3.0
62.0,0.3,21.0,3.0
54.0,0.3,27.0,4.0
47.0,0.3,17.0,6.0
27.0,0.3,16.0,13.0
15.0,0.4,19.0,22.0
7.0,0.599998,17.0,31.0
5.0,0.799996,28.0,42.0
6.0,1.5,52.0,83.0
4.0,1.1,30.0,60.0
4.0,0.9,21.0,43.0
4.0,0.799996,20.0,35.0
4.0,0.799996,16.0,28.0
4.0,0.599998,17.0,27.0
4.0,0.5,15.0,26.0
4.0,0.7,19.0,49.0
8.0,0.599998,19.0,41.0
18.0,0.5,21.0,26.0
25.0,0.4,19.0,23.0
40.0,0.4,20.0,16.0
53.0,0.4,23.0,15.0
58.0,0.4,28.0,10.0
61.0,0.4,25.0,7.0
53.0,0.2,7.0,3.0
52.0,0.2,10.0,3.0
45.0,0.2,13.0,4.0
41.0,0.3,13.0,5.0
36.0,0.3,24.0,7.0
28.0,0.3,7.0,8.0
21.0,0.3,12.0,12.0
21.0,0.3,14.0,11.0
19.0,0.4,13.0,12.0
15.0,0.4,13.0,13.0
8.0,0.4,13.0,19.0
5.0,0.5,12.0,23.0
4.0,0.5,13.0,25.0
6.0,0.4,8.0,14.0
5.0,0.3,11.0,16.0
3.0,0.4,14.0,33.0
4.0,0.799996,17.0,81.0
6.0,1.1,21.0,85.0
14.0,0.599998,24.0,46.0
24.0,0.5,20.0,32.0
36.0,0.5,21.0,26.0
46.0,0.5,25.0,25.0
61.0,0.4,30.0,18.0
64.0,0.3,38.0,5.0
68.0,0.3,24.0,4.0
60.0,0.3,17.0,5.0
56.0,0.3,27.0,4.0
47.0,0.3,13.0,10.0
39.0,0.3,23.0,13.0
31.0,0.4,28.0,20.0
26.0,0.4,21.0,15.0
17.0,0.4,23.0,20.0
8.0,0.5,22.0,27.0
9.0,0.5,17.0,26.0
10.0,0.4,17.0,19.0
10.0,0.4,15.0,17.0
5.0,0.4,16.0,22.0
6.0,0.4,17.0,20.0
5.0,0.5,18.0,26.0
4.0,0.599998,23.0,58.0
4.0,0.9,22.0,79.0
6.0,1.0,22.0,79.0
15.0,0.599998,26.0,43.0
24.0,0.5,21.0,35.0
39.0,0.5,26.0,33.0
53.0,0.5,29.0,34.0
79.0,0.4,36.0,19.0
68.0,0.3,15.0,6.0
60.0,0.3,18.0,4.0
54.0,0.3,11.0,5.0
42.0,0.3,13.0,8.0
34.0,0.3,8.0,10.0
26.0,0.3,3.0,13.0
18.0,0.4,32.0,20.0
21.0,0.4,23.0,15.0
16.0,0.4,15.0,20.0
11.0,0.5,9.0,23.0
6.0,0.5,14.0,26.0
5.0,0.5,12.0,25.0
4.0,0.599998,12.0,27.0
5.0,0.5,8.0,26.0
4.0,0.4,13.0,25.0
4.0,0.4,10.0,25.0
4.0,0.599998,14.0,52.0
4.0,0.9,18.0,81.0
6.0,1.0,16.0,85.0
19.0,0.5,9.0,25.0
22.0,0.5,19.0,34.0
33.0,0.4,17.0,23.0
47.0,0.4,18.0,18.0
55.0,0.4,14.0,18.0
67.0,0.4,28.0,13.0
63.0,0.4,35.0,7.0
48.0,0.3,16.0,5.0
38.0,0.3,15.0,6.0
39.0,0.3,19.0,6.0
28.0,0.3,3.0,8.0
17.0,0.3,2.0,12.0
16.0,0.3,10.0,11.0
11.0,0.4,4.0,16.0
4.0,0.599998,22.0,32.0
4.0,0.7,17.0,48.0
3.0,0.599998,10.0,29.0
3.0,0.5,14.0,30.0
4.0,0.5,7.0,25.0
4.0,0.4,7.0,19.0
3.0,0.4,11.0,22.0
3.0,0.4,12.0,32.0
4.0,0.9,18.0,84.0
5.0,1.3,24.0,115.0
11.0,0.799996,21.0,83.0
19.0,0.5,23.0,37.0
29.0,0.3,21.0,16.0
40.0,0.3,18.0,9.0
47.0,0.3,22.0,7.0
44.0,0.3,15.0,4.0
44.0,0.3,14.0,4.0
45.0,0.3,17.0,4.0
43.0,0.3,17.0,4.0
38.0,0.3,14.0,6.0
23.0,0.4,26.0,12.0
13.0,0.4,18.0,14.0
8.0,0.4,19.0,15.0
6.0,0.4,10.0,14.0
5.0,0.4,9.0,14.0
7.0,0.4,4.0,11.0
10.0,0.3,3.0,7.0
11.0,0.3,4.0,6.0
7.0,0.3,3.0,9.0
5.0,0.4,3.0,12.0
4.0,0.4,3.0,13.0
3.0,0.5,8.0,28.0
4.0,0.9,12.0,73.0
5.0,1.0,18.0,75.0
9.0,0.7,20.0,48.0
17.0,0.5,17.0,27.0
29.0,0.5,20.0,19.0
43.0,0.4,17.0,9.0
47.0,0.4,17.0,7.0
55.0,0.4,33.0,6.0
60.0,0.4,26.0,5.0
60.0,0.4,18.0,5.0
52.0,0.4,17.0,6.0
44.0,0.4,15.0,7.0
35.0,0.4,10.0,11.0
19.0,0.5,41.0,22.0
4.0,0.7,32.0,38.0
4.0,0.799996,39.0,43.0
3.0,0.9,18.0,50.0
3.0,0.799996,19.0,47.0
4.0,0.799996,18.0,53.0
3.0,0.599998,14.0,36.0
4.0,0.799996,19.0,42.0
4.0,1.0,21.0,51.0
4.0,0.9,19.0,42.0
4.0,0.799996,20.0,45.0
4.0,1.1,30.0,77.0
5.0,1.0,27.0,82.0
11.0,1.0,32.0,73.0
25.0,0.7,26.0,40.0
40.0,0.599998,31.0,32.0
63.0,0.599998,30.0,27.0
77.0,0.5,29.0,12.0
76.0,0.5,19.0,7.0
76.0,0.5,21.0,5.0
68.0,0.4,11.0,4.0
59.0,0.4,10.0,4.0
54.0,0.4,13.0,4.0
43.0,0.5,19.0,9.0
33.0,0.5,27.0,14.0
17.0,0.599998,22.0,21.0
12.0,0.599998,21.0,23.0
9.0,0.7,14.0,23.0
6.0,0.7,13.0,26.0
5.0,0.7,21.0,24.0
4.0,0.799996,26.0,31.0
4.0,1.0,28.0,40.0
4.0,0.9,22.0,31.0
4.0,0.799996,22.0,27.0
4.0,0.799996,22.0,36.0
4.0,0.9,21.0,47.0
7.0,0.799996,24.0,43.0
18.0,0.799996,18.0,38.0
30.0,0.599998,21.0,30.0
40.0,0.5,28.0,21.0
53.0,0.5,27.0,10.0
58.0,0.5,22.0,6.0
60.0,0.4,20.0,4.0
53.0,0.4,13.0,3.0
49.0,0.4,14.0,2.0
44.0,0.4,18.0,2.0
39.0,0.4,8.5,4.0
34.0,0.4,0.0,5.0
25.0,0.4,0.0,7.0
16.0,0.5,0.0,14.0
12.0,0.5,0.0,16.0
16.0,0.4,0.0,9.0
15.0,0.4,0.0,9.0
14.0,0.4,0.0,10.0
13.0,0.4,0.0,9.0
15.0,0.4,0.0,6.0
14.0,0.3,0.0,5.0
15.0,0.3,0.0,4.0
11.0,0.4,0.0,7.0
9.0,0.4,0.0,11.0
10.0,0.4,0.0,11.0
8.0,0.5,0.0,17.0
8.0,0.5,0.0,20.0
11.0,0.599998,0.5,28.0
20.0,0.599998,0.0,27.0
27.0,0.599998,5.0,25.0
35.0,0.5,19.0,16.0
41.0,0.5,19.0,12.0
41.0,0.5,10.0,8.0
41.0,0.5,9.0,8.0
39.0,0.5,13.0,11.0
30.0,0.5,10.0,13.0
20.0,0.599998,21.0,19.0
6.0,0.7,11.0,34.0
8.0,0.7,8.0,25.0
9.0,0.599998,14.0,20.0
5.0,0.7,26.0,23.0
3.0,0.799996,22.0,35.0
4.0,0.799996,23.0,40.0
4.0,0.799996,21.0,41.0
4.0,0.7,11.0,24.0
4.0,0.4,12.0,29.0
4.0,0.599998,15.0,58.0
4.0,0.799996,19.0,93.0
5.0,1.3,34.0,132.0
10.0,0.7,28.0,66.0
18.0,0.599998,30.0,59.0
38.0,0.5,31.0,44.0
52.0,0.5,31.0,42.0
76.0,0.5,35.0,35.0
60.0,0.2,2.0,8.0
64.0,0.2,11.0,6.0
61.0,0.2,2.0,5.0
57.0,0.2,11.0,6.0
50.0,0.2,13.0,7.0
38.0,0.3,33.0,13.0
22.0,0.4,23.0,21.0
9.0,0.5,20.0,33.0
5.0,0.599998,21.0,41.0
4.0,0.5,21.0,39.0
4.0,0.599998,21.0,46.0
4.0,0.799996,26.0,61.0
4.0,0.7,21.0,54.0
4.0,0.5,13.0,39.0
4.0,0.3,12.0,20.0
4.0,0.4,11.0,24.0
4.0,0.4,17.0,48.0
4.0,0.7,20.0,76.0
5.0,1.4,29.0,120.0
11.0,0.799996,24.0,71.0
20.0,0.599998,28.0,67.0
41.0,0.5,38.0,52.0
57.0,,36.0,29.0
61.0,,23.0,15.0
62.0,0.9,17.0,7.0
61.0,0.9,17.0,6.0
60.0,0.9,15.0,5.0
57.0,,19.0,6.0
52.0,29.5623,20.0,6.0
43.0,0.5,16.0,9.0
28.0,0.599998,15.0,15.0
19.0,0.4,21.0,20.0
14.0,0.4,15.0,20.0
8.0,0.4,13.0,24.0
9.0,0.4,12.0,21.0
12.0,0.2,10.0,13.0
11.0,0.2,9.0,11.0
11.0,0.2,10.0,9.0
13.0,0.0999998,8.0,6.0
15.0,0.0999998,6.0,4.0
9.0,0.2,11.0,10.0
13.0,0.2,15.0,9.0
14.0,0.2,17.0,8.0
12.0,0.3,17.0,15.0
11.0,0.3,19.0,25.0
15.0,0.4,24.0,33.0
20.0,0.4,52.0,37.0
29.0,0.3,64.0,28.0
37.0,0.0999998,52.0,8.0
44.0,0.0999998,51.0,6.0
27.0,0.0999998,36.0,9.0
22.0,0.0999998,12.0,8.0
20.0,0.2,10.0,8.0
15.0,0.2,11.0,11.0
12.0,0.2,13.0,12.0
12.0,0.2,13.0,13.0
13.0,0.2,15.0,10.0
12.0,0.0999998,14.0,9.0
10.0,0.0999998,14.0,10.0
10.0,0.2,13.0,11.0
7.0,0.0999998,12.0,13.0
3.0,0.3,11.0,17.0
4.0,0.3,12.0,23.0
3.0,0.3,11.0,23.0
3.0,0.4,17.0,35.0
4.0,0.9,22.0,81.0
4.0,1.3,37.0,128.0
7.0,0.9,31.0,95.0
19.0,0.3,26.0,29.0
25.0,0.2,36.0,16.0
38.0,0.2,30.0,12.0
45.0,0.0999998,16.0,7.0
48.0,0.0999998,21.0,7.0
47.0,0.0999998,16.0,6.0
46.0,0.0999998,15.0,5.0
44.0,0.0999998,47.0,7.0
39.0,0.0999998,47.0,8.0
28.0,0.2,24.0,14.0
14.0,0.2,14.0,22.0
7.0,0.4,17.0,29.0
5.0,0.5,17.0,31.0
4.0,0.9,26.0,52.0
4.0,1.0,32.0,66.0
5.0,1.3,49.0,80.0
4.0,1.1,33.0,62.0
4.0,0.7,,37.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3.0,0.2,7.0,16.0
3.0,0.2,9.0,18.0
3.0,0.0999998,7.0,19.0
3.0,0.3,13.0,45.0
4.0,0.7,17.0,100.0
4.0,1.6,27.0,129.0
10.0,0.4,17.0,36.0
16.0,0.3,18.0,33.0
27.0,0.4,25.0,38.0
35.0,0.3,28.0,41.0
62.0,0.2,27.0,19.0
58.0,0.0999998,12.0,8.0
56.0,0.0999998,12.0,7.0
48.0,0.0999998,7.0,5.0
45.0,0.0999998,12.0,6.0
32.0,0.0999998,15.0,10.0
21.0,0.2,14.0,16.0
11.0,0.3,10.0,23.0
7.0,0.3,11.0,22.0
10.0,0.2,7.0,16.0
9.0,0.0999998,6.0,13.0
8.0,0.0999998,5.0,12.0
5.0,0.0999998,6.0,14.0
4.0,0.2,8.0,21.0
4.0,0.2,9.0,17.0
3.0,0.0999998,8.0,19.0
4.0,0.2,9.0,24.0
3.0,0.3,14.0,46.0
4.0,0.599998,17.0,81.0
4.0,1.4,25.0,113.0
8.0,0.5,18.0,60.0
15.0,0.4,16.0,51.0
22.0,0.4,24.0,62.0
36.0,0.5,29.0,59.0
51.0,0.2,21.0,35.0
65.0,0.2,21.0,21.0
62.0,0.0999998,6.0,8.0
65.0,0.0999998,25.0,7.0
50.0,0.0999998,8.0,8.0
41.0,0.0999998,14.0,11.0
29.0,0.0999998,20.0,14.0
13.0,0.3,13.0,29.0
4.0,0.799996,25.0,67.0
3.0,0.5,21.0,55.0
8.0,0.2,14.0,23.0
4.0,0.5,19.0,39.0
4.0,0.7,20.0,55.0
4.0,0.599998,21.0,50.0
4.0,0.4,17.0,39.0
4.0,0.3,17.0,30.0
4.0,0.5,18.0,37.0
4.0,0.599998,17.0,62.0
4.0,1.2,28.0,137.0
4.0,2.2,32.0,151.0
10.0,1.1,31.0,106.0
22.0,0.4,21.0,55.0
36.0,0.4,27.0,51.0
62.0,0.5,27.0,56.0
76.0,0.3,27.0,31.0
71.0,0.0999998,27.0,8.0
66.0,0.0999998,27.0,5.0
54.0,0.0999998,2.0,6.0
39.0,0.0999998,4.0,5.0
35.0,0.0999998,17.0,10.0
26.0,0.2,30.0,20.0
14.0,0.4,28.0,32.0
4.0,0.799996,33.0,53.0
5.0,1.5,36.0,99.0
5.0,1.9,41.0,125.0
4.0,1.2,28.0,87.0
4.0,1.0,23.0,56.0
4.0,0.799996,18.0,45.0
4.0,0.799996,17.0,52.0
4.0,0.599998,16.0,36.0
4.0,0.599998,16.0,38.0
4.0,0.5,16.0,41.0
4.0,0.599998,18.0,58.0
4.0,0.799996,25.0,71.0
14.0,0.5,19.0,49.0
27.0,0.2,23.0,33.0
41.0,0.3,31.0,39.0
65.0,0.4,33.0,42.0
90.0,0.3,23.0,26.0
107.0,0.2,24.0,14.0
97.0,0.0999998,25.0,8.0
80.0,0.0999998,20.0,6.0
62.0,0.0999998,28.0,8.0
47.0,0.0999998,21.0,11.0
36.0,0.0999998,10.0,14.0
22.0,0.2,13.0,21.0
10.0,0.4,13.0,32.0
13.0,0.3,10.0,26.0
11.0,0.2,12.0,21.0
5.0,0.3,16.0,30.0
4.0,0.5,22.0,41.0
4.0,0.4,15.0,33.0
5.0,0.3,14.0,21.0
4.0,0.4,17.0,35.0
3.0,0.4,18.0,36.0
4.0,0.599998,21.0,44.0
4.0,0.599998,21.0,49.0
5.0,0.4,31.0,52.0
11.0,0.3,23.0,44.0
21.0,0.0999998,19.0,25.0
30.0,0.0999998,23.0,20.0
41.0,0.0999998,10.0,10.0
46.0,0.0999998,18.0,8.0
46.0,0.0999998,22.0,6.0
36.0,0.0999998,9.0,3.0
33.0,0.0999998,8.0,3.0
31.0,0.0999998,9.0,3.0
25.0,0.0999998,9.0,6.0
18.0,0.0999998,7.0,10.0
10.0,0.0999998,16.0,16.0
4.0,0.2,14.0,24.0
3.0,0.2,7.0,25.0
3.0,0.4,8.0,37.0
3.0,0.4,13.0,35.0
9.0,0.0999998,9.0,7.0
8.0,0.0999998,5.0,6.0
9.0,0.0999998,2.0,6.0
7.0,0.0999998,1.0,5.0
5.0,0.0999998,2.0,10.0
3.0,0.0999998,4.0,28.0
4.0,0.5,14.0,71.0
4.0,0.9,19.0,75.0
7.0,0.4,12.0,51.0
14.0,0.2,13.0,36.0
21.0,0.0999998,20.0,36.0
31.0,0.0999998,20.0,29.0
43.0,0.0999998,17.0,12.0
50.0,0.0999998,12.0,7.0
55.0,0.0999998,13.0,6.0
55.0,0.0999998,11.0,7.0
50.0,0.0999998,1.0,5.0
40.0,0.0999998,6.0,8.0
26.0,0.0999998,7.0,16.0
17.0,0.0999998,19.0,26.0
6.0,0.3,23.0,45.0
4.0,0.7,26.0,74.0
4.0,1.1,25.0,105.0
4.0,0.7,21.0,77.0
4.0,0.5,18.0,63.0
4.0,0.4,14.0,53.0
4.0,0.0999998,13.0,32.0
4.0,0.0999998,13.0,24.0
4.0,0.2,12.0,23.0
3.0,0.4,13.0,42.0
4.0,1.3,23.0,119.0
4.0,2.7,38.0,205.0
11.0,0.799996,20.0,64.0
25.0,0.3,15.0,31.0
35.0,0.3,18.0,36.0
49.0,0.4,25.0,45.0
74.0,0.3,25.0,38.0
75.0,0.2,21.0,19.0
72.0,0.0999998,13.0,8.0
68.0,0.0999998,18.0,7.0
64.0,0.0999998,15.0,7.0
57.0,0.0999998,16.0,9.0
41.0,0.2,20.0,22.0
24.0,0.3,27.0,35.0
10.0,0.599998,18.0,48.0
10.0,0.5,17.0,40.0
6.0,0.5,32.0,42.0
4.0,1.0,43.0,80.0
4.0,0.7,33.0,59.0
4.0,0.5,20.0,46.0
5.0,0.3,20.0,29.0
4.0,0.2,14.0,31.0
4.0,0.2,14.0,31.0
4.0,0.3,17.0,53.0
4.0,1.3,28.0,128.0
5.0,2.6,38.0,209.0
13.0,1.0,18.0,78.0
22.0,0.5,23.0,49.0
32.0,0.5,27.0,58.0
51.0,0.4,32.0,47.0
93.0,0.3,33.0,30.0
96.0,0.2,39.0,24.0
72.0,0.0999998,18.0,11.0
69.0,0.0999998,17.0,8.0
66.0,0.0999998,23.0,8.0
58.0,0.0999998,21.0,10.0
41.0,0.2,21.0,17.0
25.0,0.2,25.0,23.0
18.0,0.2,19.0,25.0
17.0,0.2,18.0,23.0
13.0,0.3,20.0,25.0
19.0,0.2,17.0,17.0
19.0,0.0999998,17.0,14.0
16.0,0.0999998,15.0,12.0
15.0,0.0999998,12.0,10.0
10.0,0.0999998,8.0,10.0
6.0,0.0999998,12.0,19.0
4.0,0.2,15.0,34.0
4.0,0.799996,26.0,100.0
4.0,1.6,40.0,167.0
10.0,0.599998,32.0,66.0
21.0,0.2,29.0,35.0
33.0,0.2,32.0,32.0
44.0,0.2,32.0,30.0
59.0,0.0999998,31.0,20.0
65.0,0.0999998,34.0,15.0
51.0,0.0999998,19.0,9.0
49.0,0.0999998,14.0,7.0
49.0,0.0999998,19.0,6.0
43.0,0.0999998,20.0,8.0
29.0,0.0999998,20.0,13.0
22.0,0.0999998,17.0,14.0
17.0,0.0999998,16.0,17.0
14.0,0.0999998,14.0,19.0
8.0,0.2,15.0,24.0
12.0,0.0999998,16.0,18.0
10.0,0.0999998,14.0,18.0
16.0,0.0999998,15.0,9.0
13.0,0.0999998,19.0,9.0
12.0,0.0999998,29.0,12.0
9.0,0.0999998,24.0,15.0
6.0,0.0999998,26.0,19.0
4.0,0.3,24.0,26.0
5.0,0.3,26.0,29.0
8.0,0.2,26.0,33.0
12.0,0.4,35.0,42.0
16.0,0.4,41.0,52.0
24.0,0.2,45.0,37.0
36.0,0.2,48.0,28.0
50.0,0.0999998,37.0,17.0
53.0,0.0999998,19.0,10.0
49.0,0.0999998,10.0,8.0
48.0,0.0999998,16.0,7.0
39.0,0.0999998,17.0,11.0
34.0,0.0999998,17.0,14.0
18.0,0.3,21.0,29.0
7.0,0.5,22.0,43.0
4.0,0.799996,25.0,58.0
4.0,0.7,24.0,48.0
4.0,0.9,26.0,78.0
4.0,0.9,25.0,73.0
4.0,1.1,30.0,75.0
3.0,0.7,26.0,58.0
3.0,0.5,14.0,46.0
3.0,0.599998,14.0,46.0
4.0,1.0,26.0,66.0
4.0,1.0,29.0,85.0
4.0,1.1,39.0,100.0
8.0,0.799996,37.0,80.0
18.0,0.599998,40.0,68.0
33.0,0.5,36.0,50.0
50.0,0.4,41.0,41.0
60.0,0.2,26.0,16.0
65.0,0.0999998,17.0,12.0
63.0,0.0999998,11.0,9.0
55.0,0.0999998,2.0,6.0
45.0,0.0999998,34.0,7.0
41.0,0.0999998,13.0,10.0
32.0,0.0999998,19.0,11.0
18.0,0.2,19.0,22.0
10.0,0.3,23.0,28.0
6.0,0.4,21.0,33.0
3.0,0.599998,20.0,40.0
3.0,0.599998,20.0,45.0
3.0,0.4,17.0,37.0
3.0,0.599998,18.0,43.0
4.0,1.0,22.0,61.0
3.0,0.799996,22.0,45.0
3.0,0.7,18.0,45.0
4.0,0.9,24.0,60.0
4.0,0.9,24.0,60.0
4.0,1.0,37.0,75.0
10.0,0.7,32.0,66.0
21.0,0.4,33.0,45.0
35.0,0.3,32.0,33.0
54.0,0.2,25.0,22.0
78.0,0.3,28.0,20.0
90.0,0.2,25.0,12.0
72.0,0.0999998,17.0,7.0
56.0,0.0999998,14.0,4.0
48.0,0.0999998,6.0,5.0
36.0,0.0999998,7.0,6.0
28.0,0.0999998,27.0,11.0
20.0,0.2,70.0,19.0
,,0.0,
6.0,,360.0,71.9036
4.0,1.3,36.0,76.0
4.0,1.1,27.0,56.0
4.0,0.599998,16.0,44.0
5.0,0.2,11.0,20.0
6.0,0.0999998,11.0,16.0
5.0,0.0999998,10.0,19.0
5.0,0.0999998,12.0,18.0
4.0,0.4,17.0,49.0
4.0,1.5,28.0,134.0
4.0,2.8,42.0,200.0
11.0,1.1,30.0,76.0
22.0,0.4,22.0,42.0
39.0,0.0999998,21.0,26.0
55.0,0.2,23.0,28.0
65.0,0.2,21.0,35.0
82.0,0.0999998,20.0,18.0
83.0,0.0999998,18.0,13.0
71.0,0.0999998,26.0,8.0
66.0,0.0999998,20.0,6.0
53.0,0.0999998,20.0,10.0
33.0,0.0999998,15.0,22.0
23.0,0.0999998,19.0,25.0
12.0,0.2,15.0,34.0
4.0,1.3,20.0,48.0
4.0,1.0,27.0,81.0
4.0,0.7,24.0,72.0
